key,value
1  6  9  4  0  7  8  5  3,0.005    0.009995 0.       0.      
1  6  9  4  5  7  8  0  3, 0.     0.     0.005 -0.001
1  6  9  4  5  7  8  3  0,0.    0.    0.005 0.   
1  6  9  4  5  7  0  8  3, 0.    -0.001  0.     0.   
1  6  9  0  5  7  4  8  3, 0.     0.     0.    -0.001
1  6  9  5  0  7  4  8  3,0.    0.    0.    0.005
1  6  9  5  7  0  4  8  3,0.0299251 0.        0.        0.       
1  6  9  5  7  3  4  8  0, 0.         -0.00491596 -0.00494061  0.        
1  6  9  5  7  3  4  0  8, 0.          0.005      -0.001       0.01997002
1  6  9  5  0  3  4  7  8,-0.00098516  0.03986028  0.         -0.00396429
1  6  9  5  3  0  4  7  8,-0.001       0.          0.02004895  0.        
1  6  9  5  3  8  4  7  0,0.    0.005 0.    0.   
1  0  9  5  6  3  4  7  8,-0.00781926  0.         -0.00591097 -0.00970412
0  1  9  5  6  3  4  7  8,-0.00298215  0.          0.          0.0299251 
5  1  9  0  6  3  4  7  8,0.         0.01500479 0.         0.        
1  9  0  5  6  3  4  7  8,0.005      0.         0.05472582 0.        
1  9  3  5  6  0  4  7  8,-0.00199405 -0.00196934  0.005       0.        
1  6  9  5  7  3  0  4  8, 0.    -0.001  0.     0.   
1  6  9  0  7  3  5  4  8,0.       0.       0.       0.009995
1  6  9  7  0  3  5  4  8, 0.005       0.         -0.00099505 -0.00199405
1  6  9  7  3  0  5  4  8,0.       0.       0.009995 0.      
1  6  9  7  4  3  5  0  8,0.       0.       0.       0.009995
1  6  9  7  4  3  5  8  0, 0.         -0.00199405 -0.00099505  0.        
1  6  9  7  4  0  5  8  3, 0.005  0.    -0.001  0.   
1  6  9  7  0  4  5  8  3, 0.     0.    -0.001  0.   
1  6  9  0  7  4  5  8  3,0.06461143 0.         0.         0.        
1  6  9  5  7  4  0  8  3, 0.         -0.01155094  0.         -0.01160969
1  6  9  5  7  4  8  0  3,0.         0.005      0.05472582 0.        
1  6  9  5  0  4  8  7  3,0.    0.    0.005 0.   
1  6  9  0  5  4  8  7  3,-0.001 -0.001  0.     0.   
1  6  9  8  5  4  0  7  3,0.    0.005 0.    0.   
0  6  9  1  5  4  8  7  3, 0.     0.     0.    -0.001
6  0  9  1  5  4  8  7  3, 0.     0.     0.    -0.001
6  9  0  1  5  4  8  7  3,-0.001  0.     0.     0.   
6  9  4  1  5  0  8  7  3, 0.     0.    -0.001  0.   
6  9  4  1  0  5  8  7  3,-0.001  0.005 -0.001  0.   
6  9  4  1  7  5  8  0  3,0.    0.005 0.    0.   
6  9  4  0  1  5  8  7  3,0.    0.    0.    0.005
6  0  4  1  9  5  8  7  3,0.       0.       0.       0.009995
6  4  0  1  9  5  8  7  3,-0.001       0.         -0.00099505  0.        
6  4  5  1  9  0  8  7  3,0.005 0.    0.    0.   
6  4  5  1  9  3  8  7  0, 0.         -0.00099505 -0.00298216  0.        
6  4  5  1  9  3  8  0  7,0.         0.         0.005      0.01498501
6  4  5  1  9  3  0  8  7, 0.         0.         0.        -0.0009901
6  2  7  5  8  0  9  1  4, 0.          0.009995   -0.00199405  0.        
6  2  7  5  8  4  9  1  0, 0.    -0.001  0.     0.   
6  2  0  5  8  7  9  1  4,-0.00099505  0.         -0.001       0.        
6  2  7  5  0  8  9  1  4, 0.         -0.00199405  0.005       0.0100049 
6  0  7  5  2  8  9  1  4,0.009995 0.       0.       0.005   
6  7  0  5  2  8  9  1  4, 0.          0.         -0.00099505  0.        
6  2  7  0  5  8  9  1  4, 0.          0.          0.         -0.00099505
6  0  2  5  8  7  9  1  4,-0.001       0.          0.08923906  0.        
0  6  2  5  8  7  9  1  4,-0.0197649  0.         0.        -0.0170109
5  6  2  0  8  7  9  1  4,-0.0049404   0.10395662  0.         -0.00298204
5  6  2  9  8  7  0  1  4,0.        0.0251808 0.        0.       
5  6  2  8  0  7  9  1  4,0.         0.         0.01511309 0.        
6  8  2  5  0  7  9  1  4,0.005 0.    0.005 0.   
6  8  2  0  5  7  9  1  4, 0.          0.          0.         -0.00099505
6  8  2  5  1  7  9  0  4,0.       0.       0.       0.009995
6  8  2  5  1  7  9  4  0, 0.          0.005      -0.00099505  0.        
6  8  2  5  1  0  9  4  7, 0.     0.    -0.001  0.   
6  8  2  5  0  1  9  4  7,0.005 0.    0.    0.   
6  8  2  5  4  1  9  0  7,0.       0.       0.009995 0.      
6  8  2  5  4  1  0  9  7, 0.         -0.001       0.         -0.00099505
6  8  2  0  4  1  5  9  7,0.       0.       0.       0.009995
6  8  2  4  0  1  5  9  7,-0.001       0.         -0.00099505  0.        
6  8  2  4  9  1  5  0  7,0.    0.    0.005 0.   
6  8  2  4  9  1  0  5  7, 0.    -0.001  0.     0.   
6  8  2  0  9  1  4  5  7,0.         0.01498501 0.         0.        
0  8  2  6  9  1  4  5  7,-0.00198416  0.          0.         -0.001     
8  0  2  6  9  1  4  5  7,-0.001  0.     0.     0.   
8  9  2  6  0  1  4  5  7,0.       0.       0.009995 0.      
8  9  2  0  6  1  4  5  7, 0.005       0.          0.         -0.00099505
8  9  2  4  6  1  0  5  7, 0.     0.     0.    -0.001
8  9  2  4  6  1  5  0  7,0.         0.         0.         0.01997002
8  9  2  4  6  1  5  7  0, 0.         -0.00494061 -0.00296734  0.        
8  9  2  4  6  0  5  7  1, 0.01997002 -0.001       0.005       0.        
8  9  0  4  6  2  5  7  1,0.005 0.    0.    0.   
8  9  2  4  0  6  5  7  1,0.    0.005 0.    0.   
8  0  2  4  9  6  5  7  1,0.       0.       0.009995 0.      
0  8  2  4  9  6  5  7  1,-0.00199405  0.          0.         -0.00099505
4  8  2  0  9  6  5  7  1, 0.005  0.005  0.    -0.001
4  8  2  9  0  6  5  7  1,0.    0.    0.005 0.   
4  8  2  5  9  6  0  7  1,0.        0.        0.        0.0149949
4  8  2  5  9  6  7  0  1, 0.          0.009995   -0.00198415  0.        
4  8  2  5  0  6  7  9  1,-0.00099505  0.009995    0.          0.        
4  0  2  5  8  6  7  9  1,-0.00099505  0.         -0.001       0.01498501
0  4  2  5  8  6  7  9  1,0.    0.    0.    0.005
4  2  0  5  8  6  7  9  1,-0.001       0.         -0.00198416  0.        
4  2  6  5  8  0  7  9  1, 0.     0.    -0.001  0.   
4  2  6  5  0  8  7  9  1,0.       0.       0.009995 0.      
4  2  6  0  5  8  7  9  1, 0.          0.005       0.         -0.00099505
0  2  6  4  5  8  7  9  1, 0.     0.     0.    -0.001
2  0  6  4  5  8  7  9  1,-0.001  0.     0.     0.   
2  5  6  4  0  8  7  9  1, 0.     0.    -0.001  0.   
2  5  6  0  4  8  7  9  1, 0.    -0.001  0.     0.   
0  5  6  2  4  8  7  9  1,0.005 0.    0.    0.   
8  2  3  9  5  7  6  4  0, 0.     0.005 -0.001  0.   
8  2  3  9  5  7  6  0  4,0.    0.    0.    0.005
8  2  3  9  5  0  6  4  7, 0.     0.    -0.001  0.   
8  2  3  9  0  5  6  4  7, 0.    -0.001  0.     0.   
8  0  3  9  2  5  6  4  7,0.       0.       0.009995 0.      
0  8  3  9  2  5  6  4  7,-0.001       0.          0.         -0.00099505
9  8  3  0  2  5  6  4  7, 0.     0.     0.    -0.001
9  8  3  2  0  5  6  4  7,0.02016651 0.         0.         0.        
9  8  3  2  4  5  6  0  7, 0.         -0.00296719  0.005       0.08923906
9  8  3  2  4  5  6  7  0, 0.         -0.0170985  -0.01611536  0.        
9  8  3  2  4  0  6  7  5, 0.08432339 -0.001      -0.00199401  0.        
9  8  3  2  0  4  6  7  5,0.         0.         0.         0.01010815
9  8  3  2  4  5  0  6  7, 0.          0.          0.         -0.00091652
9  8  0  2  4  3  6  7  5, 0.     0.    -0.001  0.   
9  0  8  2  4  3  6  7  5,0.    0.    0.005 0.   
0  9  8  2  4  3  6  7  5,0.009995 0.       0.       0.      
2  9  8  0  4  3  6  7  5, 0.005      -0.00099505  0.          0.        
2  9  8  6  4  3  0  7  5,0.    0.    0.    0.005
2  9  8  6  4  3  7  0  5, 0.    -0.001  0.     0.   
2  9  8  6  0  3  7  4  5, 0.        0.009995  0.       -0.001   
2  9  8  6  3  0  7  4  5,0.    0.    0.005 0.   
2  0  8  6  9  3  7  4  5,-0.00099505  0.          0.          0.01997002
2  8  0  6  9  3  7  4  5, 0.009995    0.         -0.00296734  0.        
2  8  3  6  9  0  7  4  5, 0.         -0.00099505  0.005       0.        
2  8  3  6  0  9  7  4  5,0.009995 0.009995 0.       0.      
2  0  3  6  8  9  7  4  5,-0.00099505  0.          0.         -0.001     
2  8  3  6  4  9  7  0  5, 0.         -0.00198416 -0.001       0.005     
2  8  3  6  4  9  0  7  5, 0.    -0.001  0.     0.005
2  8  3  0  4  9  6  7  5,0.005 0.    0.    0.   
2  8  3  6  4  9  7  5  0, 0.          0.         -0.00099505  0.        
2  3  0  6  8  9  7  4  5,-0.001  0.     0.     0.   
2  3  9  6  8  0  7  4  5, 0.005  0.    -0.001  0.   
2  3  9  6  8  5  7  4  0, 0.         -0.00099505  0.          0.        
2  3  9  6  0  8  7  4  5, 0.009995 -0.001     0.        0.      
2  0  9  6  3  8  7  4  5,0.005 0.    0.    0.   
2  3  9  6  4  8  7  0  5, 0.         -0.00099505  0.          0.005     
2  3  9  6  4  8  7  5  0,0.    0.005 0.    0.   
2  3  9  6  4  0  7  5  8,0.    0.005 0.    0.   
2  3  0  6  4  9  7  5  8,0.    0.    0.005 0.   
2  0  3  6  4  9  7  5  8,-0.001  0.     0.     0.   
2  4  3  6  0  9  7  5  8, 0.     0.     0.    -0.001
2  4  3  6  9  0  7  5  8, 0.    -0.001  0.     0.   
2  4  0  6  9  3  7  5  8, 0.     0.    -0.001  0.   
2  0  4  6  9  3  7  5  8,-0.001  0.     0.     0.   
2  9  4  6  0  3  7  5  8,0.005 0.    0.    0.   
2  9  4  6  5  3  7  0  8,0.         0.         0.         0.01997002
2  9  4  6  5  3  7  8  0, 0.         -0.00198416 -0.00296734  0.        
2  9  4  6  5  0  7  8  3, 0.005       0.01997002 -0.0019743   0.        
2  9  0  6  5  4  7  8  3,-0.00296734  0.          0.005       0.        
2  9  4  6  0  5  7  8  3,0.         0.005      0.0299251  0.01002466
2  9  4  0  6  5  7  8  3,-0.00298216 -0.00396434  0.         -0.00588142
2  9  4  7  6  5  0  8  3,0.         0.01498501 0.         0.        
0  9  4  2  6  5  7  8  3,0.01997002 0.         0.         0.        
2  0  4  6  9  5  7  8  3,-0.00097037  0.          0.          0.        
2  0  9  6  5  4  7  8  3,0. 0. 0. 0.
6  7  8  9  4  5  2  3  0,0.       0.       0.009995 0.      
6  7  8  9  4  5  2  0  3, 0.          0.          0.005      -0.00099505
6  7  8  9  4  5  0  2  3,0.         0.00999995 0.         0.        
6  7  8  0  4  5  9  2  3,-0.00099505  0.          0.          0.00999995
6  7  8  4  0  5  9  2  3, 0.          0.005      -0.00099505  0.005     
6  0  8  4  7  5  9  2  3,-0.00099505  0.          0.          0.        
6  7  8  4  5  0  9  2  3,0.    0.005 0.    0.   
6  7  0  4  5  8  9  2  3, 0.     0.    -0.001  0.   
6  0  7  4  5  8  9  2  3,-0.001  0.     0.005  0.   
0  6  7  4  5  8  9  2  3, 0.          0.          0.         -0.00099505
6  5  7  4  0  8  9  2  3,0.    0.    0.    0.005
6  5  7  4  8  0  9  2  3,0.01498501 0.005      0.         0.        
6  5  7  4  8  3  9  2  0, 0.         -0.00198416 -0.001       0.        
6  5  0  4  8  7  9  2  3,-0.0009901  0.         0.         0.       
6  5  7  4  8  3  9  0  2,0.    0.005 0.    0.   
6  5  7  4  0  3  9  8  2, 0.          0.         -0.00198416 -0.001     
6  5  7  4  3  0  9  8  2,0.    0.    0.005 0.   
6  5  7  0  4  3  9  8  2,-0.001       0.01498501  0.          0.005     
0  5  7  6  4  3  9  8  2,-0.00296734  0.          0.         -0.001     
5  0  7  6  4  3  9  8  2,0.    0.    0.005 0.   
6  5  7  9  4  3  0  8  2, 0.     0.     0.    -0.001
6  5  7  9  4  3  8  0  2, 0.    -0.001  0.     0.   
6  5  7  9  0  3  8  4  2, 0.     0.     0.    -0.001
6  5  7  9  3  0  8  4  2,0.005 0.    0.    0.   
6  5  7  9  3  2  8  4  0, 0.     0.    -0.001  0.   
6  5  7  9  3  2  8  0  4, 0.    -0.001  0.     0.   
6  5  7  9  0  2  8  3  4,0.    0.005 0.    0.005
6  0  7  9  5  2  8  3  4,-0.00099505  0.          0.          0.        
6  5  7  9  2  0  8  3  4,0.005 0.    0.    0.   
6  5  7  9  2  4  8  3  0,0.       0.       0.009995 0.      
6  5  7  9  2  4  8  0  3, 0.         -0.001       0.009995   -0.00099505
6  5  7  9  0  4  8  2  3,0.005 0.    0.    0.   
6  5  7  9  2  4  0  8  3, 0.          0.009995    0.         -0.00099505
6  5  7  0  2  4  9  8  3,-0.00099505  0.009995    0.         -0.00199405
6  5  7  2  0  4  9  8  3,0.       0.       0.009995 0.      
0  5  7  6  2  4  9  8  3,-0.00099505  0.          0.         -0.001     
5  0  7  6  2  4  9  8  3,0.005 0.    0.    0.   
5  2  7  6  0  4  9  8  3,0.    0.    0.    0.005
5  2  7  6  4  0  9  8  3,0.         0.01498501 0.         0.        
5  2  0  6  4  7  9  8  3,-0.00198416  0.         -0.001       0.        
5  0  2  6  4  7  9  8  3,0.    0.    0.005 0.   
0  5  2  6  4  7  9  8  3,-0.001  0.     0.     0.   
6  5  2  0  4  7  9  8  3,0.    0.    0.    0.005
6  5  2  4  0  7  9  8  3,0.    0.005 0.    0.   
6  0  2  4  5  7  9  8  3,0.       0.       0.009995 0.      
0  6  2  4  5  7  9  8  3,-0.001       0.          0.         -0.00099505
4  6  2  0  5  7  9  8  3,-0.001  0.     0.     0.   
4  6  2  9  5  7  0  8  3, 0.     0.     0.    -0.001
4  6  2  9  5  7  8  0  3, 0.    -0.001  0.     0.   
4  6  2  9  0  7  8  5  3,0.    0.    0.    0.005
4  6  2  9  7  0  8  5  3,0.009995 0.       0.       0.      
4  6  2  9  7  3  8  5  0, 0.         -0.00099505 -0.001       0.        
4  6  2  9  7  3  8  0  5,0.    0.    0.005 0.   
4  6  2  9  7  3  0  8  5,0.         0.02005389 0.         0.        
4  6  2  0  7  3  9  8  5,-0.00296726  0.04482042  0.          0.        
0  6  2  4  7  3  9  8  5,-0.00779469  0.          0.         -0.00591097
6  0  2  4  7  3  9  8  5,-0.00298216  0.          0.02495005  0.005     
6  7  2  4  0  3  9  8  5,-0.001       0.01498995 -0.00199405  0.        
6  7  2  4  8  3  9  0  5,0.    0.005 0.    0.005
6  7  2  4  8  3  9  5  0, 0.         -0.00199405 -0.00099505  0.        
6  7  2  4  8  0  9  5  3, 0.009995   -0.00199405 -0.001       0.        
6  7  0  4  8  2  9  5  3,0.009995 0.       0.       0.      
6  7  2  4  0  8  9  5  3,0.    0.    0.    0.005
6  7  2  0  4  3  9  8  5,-0.001      0.         0.         0.0100049
6  7  2  9  4  3  0  8  5,0.    0.005 0.    0.   
6  2  0  4  7  3  9  8  5,0.005 0.    0.    0.   
6  2  3  4  7  0  9  8  5,0.009995 0.       0.       0.      
6  2  3  4  7  5  9  8  0, 0.         -0.00099505 -0.0019743   0.        
6  2  3  4  7  5  9  0  8,0.         0.005      0.15269732 0.005     
6  2  3  4  7  5  0  9  8, 0.         -0.0337553   0.         -0.02823371
6  2  3  0  7  5  4  9  8,0.18652681 0.01498501 0.         0.        
6  2  3  4  0  5  9  7  8, 0.    -0.001  0.     0.005
6  0  3  4  2  5  9  7  8,0.005 0.    0.    0.   
6  2  3  4  5  0  9  7  8,0. 0. 0. 0.
3  5  9  1  8  7  6  4  0, 0.     0.005 -0.001  0.   
3  5  9  1  8  0  6  4  7,-0.00099505  0.0299251   0.          0.        
3  5  0  1  8  9  6  4  7,-0.00588142  0.         -0.00878671  0.        
3  0  5  1  8  9  6  4  7,0.         0.         0.         0.04482042
3  5  9  1  8  7  6  0  4,0.       0.009995 0.       0.      
3  5  9  1  0  7  6  8  4,-0.00099505  0.          0.          0.005     
3  5  9  1  7  0  6  8  4,0.005 0.005 0.    0.   
3  5  0  1  7  9  6  8  4,-0.00099505  0.          0.          0.        
3  5  9  1  7  4  6  8  0, 0.     0.    -0.001  0.   
3  5  9  1  7  4  6  0  8,0.    0.    0.005 0.   
3  5  9  1  7  4  0  6  8, 0.    -0.001  0.     0.   
3  5  9  0  7  4  1  6  8, 0.    -0.001  0.     0.   
0  5  9  3  7  4  1  6  8, 0.     0.     0.    -0.001
5  0  9  3  7  4  1  6  8,-0.001  0.     0.    -0.001
5  9  0  3  7  4  1  6  8,-0.001  0.     0.005  0.   
5  9  4  3  7  0  1  6  8,-0.001  0.005 -0.001  0.   
5  9  4  3  7  8  1  6  0,0.    0.005 0.    0.   
5  9  4  3  0  7  1  6  8,0.    0.    0.    0.005
5  7  9  3  0  4  1  6  8,0.    0.    0.005 0.   
5  7  9  0  3  4  1  6  8,0.01997002 0.005      0.         0.        
5  7  9  1  3  4  0  6  8, 0.         -0.0039446   0.         -0.00199405
5  7  9  1  3  4  6  0  8,0.       0.       0.009995 0.      
0  7  9  5  3  4  1  6  8,0.    0.    0.    0.005
7  0  9  5  3  4  1  6  8,0.01498995 0.         0.         0.        
7  3  9  5  0  4  1  6  8, 0.         -0.00198416  0.          0.009995  
7  3  9  5  4  0  1  6  8,-0.001       0.005      -0.00099505  0.        
7  3  0  5  4  9  1  6  8,-0.00099505  0.          0.          0.        
7  3  9  5  4  8  1  6  0,0.    0.    0.005 0.   
7  3  9  5  4  8  1  0  6, 0.    -0.001  0.     0.   
7  3  9  5  0  8  1  4  6,0.    0.    0.    0.005
7  3  9  5  8  0  1  4  6,0.    0.005 0.    0.   
7  3  0  5  8  9  1  4  6,0.       0.       0.009995 0.      
7  0  3  5  8  9  1  4  6,-0.001       0.         -0.001      -0.00099505
0  7  3  5  8  9  1  4  6,0.    0.    0.    0.005
7  8  3  5  0  9  1  4  6,0.       0.       0.009995 0.      
7  8  3  0  5  9  1  4  6, 0.005       0.005       0.         -0.00099505
7  8  3  1  5  9  0  4  6, 0.         -0.00099505  0.          0.        
0  8  3  7  5  9  1  4  6, 0.     0.     0.    -0.001
8  0  3  7  5  9  1  4  6,-0.001  0.     0.     0.   
8  5  3  7  0  9  1  4  6, 0.     0.    -0.001  0.   
8  5  3  0  7  9  1  4  6,0.005 0.    0.    0.   
8  5  3  1  7  9  0  4  6,0.    0.    0.    0.005
8  5  3  1  7  9  4  0  6, 0.     0.     0.    -0.001
8  5  3  1  7  9  4  6  0,0.    0.005 0.    0.   
8  5  3  1  7  0  4  6  9, 0.    -0.001  0.     0.   
8  5  0  1  7  3  4  6  9, 0.     0.    -0.001  0.   
8  0  5  1  7  3  4  6  9,0.    0.    0.005 0.   
0  8  5  1  7  3  4  6  9,0.005 0.    0.    0.   
1  8  5  0  7  3  4  6  9,0.    0.    0.    0.005
1  8  5  7  0  3  4  6  9, 0.     0.     0.    -0.001
1  8  5  7  3  0  4  6  9,0.    0.005 0.    0.   
1  8  0  7  3  5  4  6  9, 0.     0.    -0.001  0.   
1  0  8  7  3  5  4  6  9, 0.     0.    -0.001  0.   
0  1  8  7  3  5  4  6  9,-0.001  0.     0.     0.   
7  1  8  0  3  5  4  6  9,0.009995 0.       0.       0.      
7  1  8  4  3  5  0  6  9, 0.         -0.00099505  0.         -0.00199405
7  1  8  4  3  5  6  0  9, 0.         -0.00199405  0.005      -0.001     
7  1  8  4  3  5  6  9  0,0.    0.    0.005 0.   
7  1  8  4  0  5  6  3  9, 0.005  0.    -0.001  0.   
7  1  8  0  4  5  6  3  9,0.005 0.    0.    0.   
7  1  8  6  4  5  0  3  9, 0.     0.     0.    -0.001
7  1  8  6  4  5  3  0  9, 0.    -0.001  0.     0.   
7  1  8  6  0  5  3  4  9,0.    0.    0.    0.005
7  1  8  6  5  0  3  4  9,0.    0.005 0.    0.   
7  1  0  6  5  8  3  4  9, 0.     0.    -0.001  0.   
7  0  1  6  5  8  3  4  9,-0.001  0.     0.     0.   
7  5  1  6  0  8  3  4  9,0.       0.       0.       0.009995
7  5  1  6  8  0  3  4  9,-0.001       0.         -0.00099505  0.        
7  5  1  6  8  9  3  4  0, 0.     0.    -0.001  0.   
7  5  1  6  8  9  3  0  4,0.    0.005 0.    0.   
7  5  1  6  0  9  3  8  4,0.       0.       0.009995 0.      
7  5  1  0  6  9  3  8  4, 0.          0.005       0.         -0.00099505
0  5  1  7  6  9  3  8  4, 0.     0.     0.    -0.001
5  0  1  7  6  9  3  8  4,0.    0.    0.    0.005
5  1  0  7  6  9  3  8  4,-0.001  0.     0.     0.   
5  1  9  7  6  0  3  8  4,0.009995 0.       0.       0.      
5  1  9  7  6  4  3  8  0, 0.         -0.00099505 -0.001       0.        
5  1  9  7  6  4  3  0  8,0.       0.       0.009995 0.      
5  1  9  7  6  4  0  3  8, 0.          0.009995    0.         -0.00099505
5  1  9  0  6  4  7  3  8,-0.00099505  0.009995    0.          0.        
0  1  9  5  6  4  7  3  8,-0.00099505  0.          0.          0.005     
1  0  9  5  6  4  7  3  8,-0.001  0.     0.     0.   
1  6  9  5  0  4  7  3  8,0.005 0.    0.    0.   
1  6  9  5  3  4  7  0  8,0.    0.    0.    0.005
1  6  9  5  3  4  7  8  0, 0.    -0.001  0.     0.   
1  6  9  5  3  0  7  8  4,0.    0.    0.005 0.   
1  6  9  5  0  3  7  8  4,0.       0.009995 0.       0.      
1  0  9  5  6  3  7  8  4,-0.00099505  0.          0.         -0.001     
1  9  0  5  6  3  7  8  4,0.009995 0.       0.       0.      
1  9  3  5  6  0  7  8  4, 0.         -0.00099505  0.009995    0.        
1  9  3  5  0  6  7  8  4, 0.          0.01997002  0.         -0.00099505
1  0  3  5  9  6  7  8  4,-0.00296734  0.         -0.00298216 -0.00199405
0  1  3  5  9  6  7  8  4,-0.001       0.          0.          0.01498501
1  3  0  5  9  6  7  8  4,-0.001     0.        0.009995  0.      
1  3  6  5  9  0  7  8  4,0.005 0.005 0.    0.   
1  3  6  5  9  4  7  8  0, 0.         -0.00099505  0.          0.        
5  1  3  0  9  6  7  8  4,-0.001       0.00500495  0.         -0.001     
